"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","rejects placement below floor","ユニットテスト","Sun Feb 15 07:16:13 UTC 2026","passed","Sun Feb 15 07:16:13 UTC 2026","","Client","",""
"","0","ゲームオーバー後に update が無視されること","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","31","Copy ボタンでクリップボードに roomId がコピーされること","ユニットテスト","Sun Feb 15 07:16:14 UTC 2026","passed","Sun Feb 15 07:16:14 UTC 2026","","Client","",""
"","2","peek(10) でバッグを超える先読みで追加バッグが生成されること","ユニットテスト","Sun Feb 15 07:16:14 UTC 2026","passed","Sun Feb 15 07:16:14 UTC 2026","","Client","",""
"","0","returns correct value for valid levels","ユニットテスト","Sun Feb 15 07:16:09 UTC 2026","passed","Sun Feb 15 07:16:09 UTC 2026","","Shared","",""
"","14","onOpponentFieldUpdate ハンドラで相手フィールドが更新されること","ユニットテスト","Sun Feb 15 07:16:12 UTC 2026","passed","Sun Feb 15 07:16:12 UTC 2026","","Client","",""
"","1","存在しないルームIDで undefined が返ること","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","1","不正な状態遷移が拒否されること (Ready → Ready)","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","1","コールバックが未設定の場合に切断通知が送信されないこと","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","1","each shape has exactly 4 filled cells","ユニットテスト","Sun Feb 15 07:16:15 UTC 2026","passed","Sun Feb 15 07:16:15 UTC 2026","","Client","",""
"","1","allows placement on empty field","ユニットテスト","Sun Feb 15 07:16:13 UTC 2026","passed","Sun Feb 15 07:16:13 UTC 2026","","Client","",""
"","0","ミニフィールドサイズが正しいこと","ユニットテスト","Sun Feb 15 07:16:11 UTC 2026","passed","Sun Feb 15 07:16:11 UTC 2026","","Client","",""
"","0","room ID length is 6","ユニットテスト","Sun Feb 15 07:16:09 UTC 2026","passed","Sun Feb 15 07:16:09 UTC 2026","","Shared","",""
"","0","resetForRematch で rematchRequestedBy がクリアされること","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","0","対戦相手がいない場合は何もしないこと","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","0","requestRematch で rematchRequestedBy に connectionId が追加されること","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","1","1人では MatchFound が送られないこと","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","0","centers the piece horizontally","ユニットテスト","Sun Feb 15 07:16:15 UTC 2026","passed","Sun Feb 15 07:16:15 UTC 2026","","Client","",""
"","0","returns true when spawn position is blocked","ユニットテスト","Sun Feb 15 07:16:13 UTC 2026","passed","Sun Feb 15 07:16:13 UTC 2026","","Client","",""
"","0","セッションが存在しない場合は何もしないこと","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","0","ゲームオーバー時に isGrounded が false に設定されること","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","1","ignores unmapped keys","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","8","OpponentJoined イベントで相手の名前が表示されること","ユニットテスト","Sun Feb 15 07:16:13 UTC 2026","passed","Sun Feb 15 07:16:13 UTC 2026","","Client","",""
"","0","同じシードでリセットすると同じシーケンスが再現されること","ユニットテスト","Sun Feb 15 07:16:14 UTC 2026","passed","Sun Feb 15 07:16:14 UTC 2026","","Client","",""
"","6","存在しないパスで 404 が表示されること","ユニットテスト","Sun Feb 15 07:16:16 UTC 2026","passed","Sun Feb 15 07:16:16 UTC 2026","","Client","",""
"","1","不正な状態遷移が拒否されること (Finished → Playing)","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","1","左右移動でテトリミノの位置が変わること","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","0","lockPiece: current が null のとき早期リターンすること","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","1","GameResult イベントでハンドラが呼ばれること","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","1","3人追加で1マッチ成立 + 1人待機であること","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","1","[FAIL] Browser errors were logged to the console","Lighthouse","Sun Feb 15 07:17:46 UTC 2026","failed","Sun Feb 15 07:17:46 UTC 2026","","Failed Audits","",""
"","1","pressing ""ArrowRight"" returns moveRight","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","1","pressing ""w"" returns rotateCW","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","0","starts repeating after DAS_MS elapses","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","1","pressing ""x"" returns rotateCW","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","0","health endpoint exists (tested in smoke test)","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","5843","B-6: ランダムマッチ対戦後に再度ランダムマッチ → 正常にマッチ","chromium","Sun Feb 15 07:21:21 UTC 2026","passed","Sun Feb 15 07:21:27 UTC 2026","Random Match Multi — ランダムマッチ複数人","random-match-multi.spec.ts","",""
"","67","ランダムマッチボタンで JoinRandomMatch が呼ばれること","ユニットテスト","Sun Feb 15 07:16:12 UTC 2026","passed","Sun Feb 15 07:16:12 UTC 2026","","Client","",""
"","5498","C-1: 2ルーム同時対戦 → スコア・フィールドが互いに干渉しない","chromium","Sun Feb 15 07:20:19 UTC 2026","passed","Sun Feb 15 07:20:25 UTC 2026","Multi Room Battle — 複数ルーム同時対戦","multi-room-battle.spec.ts","",""
"","1848","G-3: ルーム満員でリストから消える","E2Eテスト","Sun Feb 15 07:23:49 UTC 2026","passed","Sun Feb 15 07:23:51 UTC 2026","Waiting Room List — 待機中ルームリスト","waiting-room-list.spec.ts","",""
"","1","returns valid spawn position for all types","ユニットテスト","Sun Feb 15 07:16:15 UTC 2026","passed","Sun Feb 15 07:16:15 UTC 2026","","Client","",""
"","1","High: 0","npm audit","Sun Feb 15 07:15:59 UTC 2026","passed","Sun Feb 15 07:15:59 UTC 2026","","By Severity","",""
"","0","異なるシードのインスタンスが異なるピース順序を生成すること","ユニットテスト","Sun Feb 15 07:16:14 UTC 2026","passed","Sun Feb 15 07:16:14 UTC 2026","","Client","",""
"","5520","Result画面にスコア値が表示されること","chromium","Sun Feb 15 07:21:39 UTC 2026","passed","Sun Feb 15 07:21:44 UTC 2026","Rematch — リマッチフロー完全検証","rematch-full.spec.ts","",""
"","5507","Result画面にリマッチボタンが両者に表示されること","chromium","Sun Feb 15 07:21:33 UTC 2026","passed","Sun Feb 15 07:21:39 UTC 2026","Rematch — リマッチフロー完全検証","rematch-full.spec.ts","",""
"","1","2人追加でマッチが成立し、ルームが作成されること","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","1","[LOW] Insufficient Site Isolation Against Spectre Vulnerability","OWASP ZAP","Sun Feb 15 07:17:57 UTC 2026","passed","Sun Feb 15 07:17:57 UTC 2026","","Alerts","",""
"","1","接地状態での回転成功で resetLockDelay が実行されること (tryRotate grounded branch)","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","1","LinesCleared(4) で相手に ReceiveGarbage(4) が送られること","ユニットテスト","Sun Feb 15 07:16:18 UTC 2026","passed","Sun Feb 15 07:16:18 UTC 2026","","Server","",""
"","1","fires again after release and re-press","ユニットテスト","Sun Feb 15 07:16:10 UTC 2026","passed","Sun Feb 15 07:16:10 UTC 2026","","Client","",""
"","10","requestAnimationFrame コールバックでエンジン更新と描画が行われること","ユニットテスト","Sun Feb 15 07:16:12 UTC 2026","passed","Sun Feb 15 07:16:12 UTC 2026","","Client","",""
"","1","新しいシードでリセットすると異なるシーケンスが生成されること","ユニットテスト","Sun Feb 15 07:16:14 UTC 2026","passed","Sun Feb 15 07:16:14 UTC 2026","","Client","",""
