"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1630","G-4: 作成者退出でリストから消える","chromium","Mon Feb 16 09:54:42 UTC 2026","passed","Mon Feb 16 09:54:44 UTC 2026","待機中ルームリスト","waiting-room-list.spec.ts","",""
"","0","Waiting → Ready への遷移が正しいこと","ユニットテスト","Mon Feb 16 09:46:29 UTC 2026","passed","Mon Feb 16 09:46:29 UTC 2026","","Server","",""
"","1","キューが空の場合 flush() が 0 を返し、せり上げが発生しないこと","ユニットテスト","Mon Feb 16 09:46:26 UTC 2026","passed","Mon Feb 16 09:46:26 UTC 2026","","Client","",""
"","1","DAST Scan: No critical findings","OWASP ZAP","Mon Feb 16 09:48:17 UTC 2026","passed","Mon Feb 16 09:48:17 UTC 2026","","Summary","",""
"","1","returns fastest for level beyond table","ユニットテスト","Mon Feb 16 09:46:16 UTC 2026","passed","Mon Feb 16 09:46:16 UTC 2026","","Shared","",""
"","0","hold ピースが null であること","ユニットテスト","Mon Feb 16 09:46:18 UTC 2026","passed","Mon Feb 16 09:46:18 UTC 2026","","Client","",""
"","0","setGameState で値が更新されること","ユニットテスト","Mon Feb 16 09:46:25 UTC 2026","passed","Mon Feb 16 09:46:25 UTC 2026","","Client","",""
"","7","onOpponentDisconnected でトップにナビゲートされること","ユニットテスト","Mon Feb 16 09:46:23 UTC 2026","passed","Mon Feb 16 09:46:23 UTC 2026","","Client","",""
"","0","負数の add は無視されること","ユニットテスト","Mon Feb 16 09:46:26 UTC 2026","passed","Mon Feb 16 09:46:26 UTC 2026","","Client","",""
"","1","getAllRooms で全ルームが取得できること","ユニットテスト","Mon Feb 16 09:46:29 UTC 2026","passed","Mon Feb 16 09:46:29 UTC 2026","","Server","",""
"","1","壁際でCCWウォールキックが発動すること","ユニットテスト","Mon Feb 16 09:46:18 UTC 2026","passed","Mon Feb 16 09:46:18 UTC 2026","","Client","",""
"","1","[FAIL] Render blocking requests","Lighthouse","Mon Feb 16 09:48:17 UTC 2026","failed","Mon Feb 16 09:48:17 UTC 2026","","Failed Audits","",""
"","0","clearPendingGarbage でおじゃまがクリアされること","ユニットテスト","Mon Feb 16 09:46:25 UTC 2026","passed","Mon Feb 16 09:46:25 UTC 2026","","Client","",""
"","2","peek(3) で次の3つのピースを先読みできること (消費しない)","ユニットテスト","Mon Feb 16 09:46:24 UTC 2026","passed","Mon Feb 16 09:46:24 UTC 2026","","Client","",""
