"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","ReceiveGarbage イベントでハンドラが呼ばれること","ユニットテスト","Mon Feb 16 12:48:08 UTC 2026","passed","Mon Feb 16 12:48:08 UTC 2026","","Client","",""
"","1","[FAIL] Render blocking requests","Lighthouse","Mon Feb 16 12:50:02 UTC 2026","failed","Mon Feb 16 12:50:02 UTC 2026","","Failed Audits","",""
"","1","ゴーストピースがバッファ行にある場合もエラーが起きないこと","ユニットテスト","Mon Feb 16 12:48:09 UTC 2026","passed","Mon Feb 16 12:48:09 UTC 2026","","Client","",""
"","1","セッションが存在しない場合は何もしないこと","ユニットテスト","Mon Feb 16 12:48:19 UTC 2026","passed","Mon Feb 16 12:48:19 UTC 2026","","Server","",""
"","0","ゲームオーバー後に getGhostRow が null を返すこと","ユニットテスト","Mon Feb 16 12:48:08 UTC 2026","passed","Mon Feb 16 12:48:08 UTC 2026","","Client","",""
"","1","複数回呼び出しで異なる値が返ること","ユニットテスト","Mon Feb 16 12:48:19 UTC 2026","passed","Mon Feb 16 12:48:19 UTC 2026","","Server","",""
"","0","centers the piece horizontally","ユニットテスト","Mon Feb 16 12:48:15 UTC 2026","passed","Mon Feb 16 12:48:15 UTC 2026","","Client","",""
"","1","[FAIL] Network dependency tree","Lighthouse","Mon Feb 16 12:50:02 UTC 2026","failed","Mon Feb 16 12:50:02 UTC 2026","","Failed Audits","",""
"","1375","ロビーで相手がブラウザを閉じると待機状態に戻ること","E2Eテスト","Mon Feb 16 12:58:49 UTC 2026","passed","Mon Feb 16 12:58:50 UTC 2026","切断テスト（拡張）","disconnect-battle.spec.ts","",""
"","1","ブロックがあるセルで fillRect が追加で呼ばれること","ユニットテスト","Mon Feb 16 12:48:09 UTC 2026","passed","Mon Feb 16 12:48:09 UTC 2026","","Client","",""
"","1","ignores unmapped keys","ユニットテスト","Mon Feb 16 12:48:08 UTC 2026","passed","Mon Feb 16 12:48:08 UTC 2026","","Client","",""
"","0","clears multiple lines simultaneously","ユニットテスト","Mon Feb 16 12:48:10 UTC 2026","passed","Mon Feb 16 12:48:10 UTC 2026","","Client","",""
"","0","tryRotate: current が null のとき false を返すこと","ユニットテスト","Mon Feb 16 12:48:08 UTC 2026","passed","Mon Feb 16 12:48:08 UTC 2026","","Client","",""
"","0","回転時に onFieldUpdate が呼ばれること","ユニットテスト","Mon Feb 16 12:48:08 UTC 2026","passed","Mon Feb 16 12:48:08 UTC 2026","","Client","",""
"","0","connectionId からルームを逆引きできること","ユニットテスト","Mon Feb 16 12:48:19 UTC 2026","passed","Mon Feb 16 12:48:19 UTC 2026","","Server","",""
"","1","has all required actions","ユニットテスト","Mon Feb 16 12:48:06 UTC 2026","passed","Mon Feb 16 12:48:06 UTC 2026","","Shared","",""
"","0","updateState が同じ状態の場合にコールバックが呼ばれないこと","ユニットテスト","Mon Feb 16 12:48:08 UTC 2026","passed","Mon Feb 16 12:48:08 UTC 2026","","Client","",""
"","6051","勝者にWINが表示されること","chromium","Mon Feb 16 12:51:32 UTC 2026","passed","Mon Feb 16 12:51:38 UTC 2026","ゲームオーバー — リザルト画面","game-over.spec.ts","",""
"","1","[LOW] Permissions Policy Header Not Set","OWASP ZAP","Mon Feb 16 12:50:03 UTC 2026","passed","Mon Feb 16 12:50:03 UTC 2026","","Alerts","",""
"","1","writes tetromino type value to grid cells","ユニットテスト","Mon Feb 16 12:48:10 UTC 2026","passed","Mon Feb 16 12:48:10 UTC 2026","","Client","",""
"","6442","D-3: 両者同時切断 → サーバーがルームをクリーンアップ","chromium","Mon Feb 16 12:50:46 UTC 2026","passed","Mon Feb 16 12:50:53 UTC 2026","切断バリエーション","disconnect-variations.spec.ts","",""
"","1","アクティブな切断タイマーがある場合にクリアされること","ユニットテスト","Mon Feb 16 12:48:19 UTC 2026","passed","Mon Feb 16 12:48:19 UTC 2026","","Server","",""
"","0","has exactly 14 events","ユニットテスト","Mon Feb 16 12:48:06 UTC 2026","passed","Mon Feb 16 12:48:06 UTC 2026","","Shared","",""
"","1","GameOver で GameResult が両者に送られること","ユニットテスト","Mon Feb 16 12:48:19 UTC 2026","passed","Mon Feb 16 12:48:19 UTC 2026","","Server","",""
"","1","既に接続済みの場合 connect() で既存接続が切断されること","ユニットテスト","Mon Feb 16 12:48:08 UTC 2026","passed","Mon Feb 16 12:48:08 UTC 2026","","Client","",""
"","1","peek(0) で空配列を返すこと","ユニットテスト","Mon Feb 16 12:48:14 UTC 2026","passed","Mon Feb 16 12:48:14 UTC 2026","","Client","",""
"","3","getOpponent でプレイヤーが1人しかいない場合に null を返すこと","ユニットテスト","Mon Feb 16 12:48:18 UTC 2026","passed","Mon Feb 16 12:48:18 UTC 2026","","Server","",""
"","0","lock delay is 500ms","ユニットテスト","Mon Feb 16 12:48:06 UTC 2026","passed","Mon Feb 16 12:48:06 UTC 2026","","Shared","",""
"","0","新しいシードでリセットすると異なるシーケンスが生成されること","ユニットテスト","Mon Feb 16 12:48:14 UTC 2026","passed","Mon Feb 16 12:48:14 UTC 2026","","Client","",""
"","0","2バッグ目 (8-14回目) でも全7種類が揃うこと","ユニットテスト","Mon Feb 16 12:48:14 UTC 2026","passed","Mon Feb 16 12:48:14 UTC 2026","","Client","",""
"","1","ホールドサイズが正しいこと","ユニットテスト","Mon Feb 16 12:48:09 UTC 2026","passed","Mon Feb 16 12:48:09 UTC 2026","","Client","",""
"","3","Waiting → Ready への遷移が正しいこと","ユニットテスト","Mon Feb 16 12:48:18 UTC 2026","passed","Mon Feb 16 12:48:18 UTC 2026","","Server","",""
"","1","Security Posture: 2 finding(s) across 1 tool(s)","Security Dashboard","Mon Feb 16 12:59:27 UTC 2026","failed","Mon Feb 16 12:59:27 UTC 2026","","Overview","",""
"","3","defines shapes for all 7 tetromino types","ユニットテスト","Mon Feb 16 12:48:15 UTC 2026","passed","Mon Feb 16 12:48:15 UTC 2026","","Client","",""
"","0","未接続時に send が呼ばれないこと","ユニットテスト","Mon Feb 16 12:48:08 UTC 2026","passed","Mon Feb 16 12:48:08 UTC 2026","","Client","",""
"","1","壁を超えて移動できないこと","ユニットテスト","Mon Feb 16 12:48:08 UTC 2026","passed","Mon Feb 16 12:48:08 UTC 2026","","Client","",""
"","0","countdown is 3 seconds","ユニットテスト","Mon Feb 16 12:48:06 UTC 2026","passed","Mon Feb 16 12:48:06 UTC 2026","","Shared","",""
"","1","allows once-per-press actions to fire again","ユニットテスト","Mon Feb 16 12:48:08 UTC 2026","passed","Mon Feb 16 12:48:08 UTC 2026","","Client","",""
"","15","pendingGarbage = 0 の場合にガーベジバーのフィルが表示されないこと","ユニットテスト","Mon Feb 16 12:48:10 UTC 2026","passed","Mon Feb 16 12:48:10 UTC 2026","","Client","",""
"","1","[INFORMATIONAL] Storable but Non-Cacheable Content","OWASP ZAP","Mon Feb 16 12:50:03 UTC 2026","passed","Mon Feb 16 12:50:03 UTC 2026","","Alerts","",""
"","7","相手の再戦要求が表示されること","ユニットテスト","Mon Feb 16 12:48:12 UTC 2026","passed","Mon Feb 16 12:48:12 UTC 2026","","Client","",""
"","4648","カウントダウン終了で対戦画面へ遷移すること","chromium","Mon Feb 16 12:51:59 UTC 2026","passed","Mon Feb 16 12:52:04 UTC 2026","ルーム作成→参加→Readyフロー","lobby.spec.ts","",""
"","1","両者のリマッチ要求でルームが Playing 状態に遷移すること","ユニットテスト","Mon Feb 16 12:48:19 UTC 2026","passed","Mon Feb 16 12:48:19 UTC 2026","","Server","",""
"","1","ハードドロップでテトリミノが即座にロックされること","ユニットテスト","Mon Feb 16 12:48:08 UTC 2026","passed","Mon Feb 16 12:48:08 UTC 2026","","Client","",""
"","11","カウントダウンが0になると /battle へナビゲートされること","ユニットテスト","Mon Feb 16 12:48:12 UTC 2026","passed","Mon Feb 16 12:48:12 UTC 2026","","Client","",""
"","2209","満員ルームに3人目が参加しようとするとエラーが表示されること","chromium","Mon Feb 16 12:57:43 UTC 2026","passed","Mon Feb 16 12:57:45 UTC 2026","ルーム参加 — エラー系","room-join-errors.spec.ts","",""
