"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","239","top page displays game title","chromium","Sun Feb 15 07:03:02 UTC 2026","passed","Sun Feb 15 07:03:02 UTC 2026","","smoke.spec.ts","",""
"","717","A-3: ルーム作成者が退出後に別の人が参加 → エラー","chromium","Sun Feb 15 07:02:43 UTC 2026","passed","Sun Feb 15 07:02:44 UTC 2026","Room Concurrency — ルーム競合・同時操作","room-concurrency.spec.ts","",""
"","4","アンマウント時に cancelAnimationFrame が呼ばれること","ユニットテスト","Sun Feb 15 06:55:32 UTC 2026","passed","Sun Feb 15 06:55:32 UTC 2026","","Client","",""
"","5553","ゲームオーバーでResult画面に遷移すること","chromium","Sun Feb 15 06:59:27 UTC 2026","passed","Sun Feb 15 06:59:33 UTC 2026","Game Over — Result画面","game-over.spec.ts","",""
"","1948","B-4: ランダムマッチ待機中にキャンセル → 残りの人が別の人とマッチ","chromium","Sun Feb 15 07:00:58 UTC 2026","passed","Sun Feb 15 07:01:00 UTC 2026","Random Match Multi — ランダムマッチ複数人","random-match-multi.spec.ts","",""
"","0","allows once-per-press actions to fire again","ユニットテスト","Sun Feb 15 06:55:30 UTC 2026","passed","Sun Feb 15 06:55:30 UTC 2026","","Client","",""
"","3","生成時のデフォルト状態が正しいこと","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","1","フィールド描画で fillRect が呼ばれること","ユニットテスト","Sun Feb 15 06:55:31 UTC 2026","passed","Sun Feb 15 06:55:31 UTC 2026","","Client","",""
"","4","pendingGarbage = 0 の場合にガーベジインジケータが表示されないこと","ユニットテスト","Sun Feb 15 06:55:32 UTC 2026","passed","Sun Feb 15 06:55:32 UTC 2026","","Client","",""
"","2","has exactly 9 events","ユニットテスト","Sun Feb 15 06:55:28 UTC 2026","passed","Sun Feb 15 06:55:28 UTC 2026","","Shared","",""
"","0","joinRoom で参加した player の逆引きが登録されること","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","198","再戦ボタンクリックで RequestRematch が送信されること","ユニットテスト","Sun Feb 15 06:55:35 UTC 2026","passed","Sun Feb 15 06:55:35 UTC 2026","","Client","",""
"","0","存在しない connectionId で getScore が 0 を返すこと","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","0","片方のリマッチ要求で RematchAccepted が送られないこと","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","1","前後の空白がトリムされること","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","0","pressedKeys にマップ外のキーがある場合 poll でスキップされること","ユニットテスト","Sun Feb 15 06:55:30 UTC 2026","passed","Sun Feb 15 06:55:30 UTC 2026","","Client","",""
"","1","sendRequestRematch がペイロードなしで送信すること","ユニットテスト","Sun Feb 15 06:55:30 UTC 2026","passed","Sun Feb 15 06:55:30 UTC 2026","","Client","",""
"","5550","Result画面にスコア・ライン・レベルが表示されること","chromium","Sun Feb 15 06:59:44 UTC 2026","passed","Sun Feb 15 06:59:49 UTC 2026","Game Over — Result画面","game-over.spec.ts","",""
"","1","ライン消去時に onLinesCleared コールバックが呼ばれること","ユニットテスト","Sun Feb 15 06:55:30 UTC 2026","passed","Sun Feb 15 06:55:30 UTC 2026","","Client","",""
"","1","clears a single complete line","ユニットテスト","Sun Feb 15 06:55:32 UTC 2026","passed","Sun Feb 15 06:55:32 UTC 2026","","Client","",""
"","1","rejects placement below floor","ユニットテスト","Sun Feb 15 06:55:32 UTC 2026","passed","Sun Feb 15 06:55:32 UTC 2026","","Client","",""
"","13488","F-2: 連続2回リマッチ → 3戦目で状態が正しくリセットされる","chromium","Sun Feb 15 07:01:56 UTC 2026","passed","Sun Feb 15 07:02:10 UTC 2026","Rematch Variations — リマッチバリエーション","rematch-variations.spec.ts","",""
"","0","不正な状態遷移が拒否されること (Playing → Playing)","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","5539","再戦ボタンで相手にリマッチ通知が表示されること","chromium","Sun Feb 15 07:02:27 UTC 2026","passed","Sun Feb 15 07:02:32 UTC 2026","Result — 画面遷移","result-navigation.spec.ts","",""
"","1","updateState が同じ状態の場合にコールバックが呼ばれないこと","ユニットテスト","Sun Feb 15 06:55:30 UTC 2026","passed","Sun Feb 15 06:55:30 UTC 2026","","Client","",""
"","1","壁際でCCWウォールキックが発動すること","ユニットテスト","Sun Feb 15 06:55:30 UTC 2026","passed","Sun Feb 15 06:55:30 UTC 2026","","Client","",""
"","0","新しいシードでリセットすると異なるシーケンスが生成されること","ユニットテスト","Sun Feb 15 06:55:34 UTC 2026","passed","Sun Feb 15 06:55:34 UTC 2026","","Client","",""
"","1","8回目の next() で新しいバッグが自動生成されること","ユニットテスト","Sun Feb 15 06:55:34 UTC 2026","passed","Sun Feb 15 06:55:34 UTC 2026","","Client","",""
"","0","禁止ニックネームで Error が返ること","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","4","Idle 状態の場合は WIN と判定されること","ユニットテスト","Sun Feb 15 06:55:35 UTC 2026","passed","Sun Feb 15 06:55:35 UTC 2026","","Client","",""
"","7168","ハードドロップ複数回後に相手のLinesが同期すること","chromium","Sun Feb 15 07:00:32 UTC 2026","passed","Sun Feb 15 07:00:39 UTC 2026","Opponent Sync — 対戦相手スコア同期","opponent-sync.spec.ts","",""
"","0","level up requires 10 lines","ユニットテスト","Sun Feb 15 06:55:28 UTC 2026","passed","Sun Feb 15 06:55:28 UTC 2026","","Shared","",""
"","0","requestRematch で rematchRequestedBy に connectionId が追加されること","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","0","areBothReady が正しく判定されること","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","5517","対戦後トップに戻りニックネーム入力が空であること","chromium","Sun Feb 15 06:59:22 UTC 2026","passed","Sun Feb 15 06:59:27 UTC 2026","Full Game Cycle — 完全ゲームサイクル","full-game-cycle.spec.ts","",""
"","1","セッションが存在しない場合は何もしないこと","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","0","setGameState で値が更新されること","ユニットテスト","Sun Feb 15 06:55:35 UTC 2026","passed","Sun Feb 15 06:55:35 UTC 2026","","Client","",""
"","1","不正な状態遷移が拒否されること (Finished → Playing)","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","0","rejects placement outside left wall","ユニットテスト","Sun Feb 15 06:55:32 UTC 2026","passed","Sun Feb 15 06:55:32 UTC 2026","","Client","",""
"","0","不正ペイロードで Error が返ること","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","8008","D-3: 両者同時切断 → サーバーがルームをクリーンアップ","chromium","Sun Feb 15 06:58:51 UTC 2026","passed","Sun Feb 15 06:58:59 UTC 2026","Disconnect Variations — 切断バリエーション","disconnect-variations.spec.ts","",""
"","0","生成時の初期状態が正しいこと","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","2","field is 10 columns x 20 rows","ユニットテスト","Sun Feb 15 06:55:28 UTC 2026","passed","Sun Feb 15 06:55:28 UTC 2026","","Shared","",""
"","5403","敗者にLOSEが表示されること","chromium","Sun Feb 15 06:59:33 UTC 2026","passed","Sun Feb 15 06:59:38 UTC 2026","Game Over — Result画面","game-over.spec.ts","",""
"","4577","回転操作後にハードドロップでスコアが増加すること","E2Eテスト","Sun Feb 15 06:57:07 UTC 2026","passed","Sun Feb 15 06:57:11 UTC 2026","Battle — 操作テスト","battle-controls.spec.ts","",""
"","5648","トップへ戻るボタンでトップページへ遷移すること","chromium","Sun Feb 15 07:02:21 UTC 2026","passed","Sun Feb 15 07:02:27 UTC 2026","Result — 画面遷移","result-navigation.spec.ts","",""
"","3","1人追加しただけではマッチしないこと","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","1","接地状態での回転成功で resetLockDelay が実行されること (tryRotate grounded branch)","ユニットテスト","Sun Feb 15 06:55:30 UTC 2026","passed","Sun Feb 15 06:55:30 UTC 2026","","Client","",""
"","1","移動時に onFieldUpdate が呼ばれること","ユニットテスト","Sun Feb 15 06:55:30 UTC 2026","passed","Sun Feb 15 06:55:30 UTC 2026","","Client","",""
"","5","engine の onGameOver コールバックで GameOver 状態になり sendGameOver が呼ばれること","ユニットテスト","Sun Feb 15 06:55:32 UTC 2026","passed","Sun Feb 15 06:55:32 UTC 2026","","Client","",""
"","1","all codes are numbers","ユニットテスト","Sun Feb 15 06:55:28 UTC 2026","passed","Sun Feb 15 06:55:28 UTC 2026","","Shared","",""
"","0","逆引きインデックスにルームIDがあるがルームが削除済みの場合に undefined が返ること","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","1","sendJoinRoom が正しく送信すること","ユニットテスト","Sun Feb 15 06:55:30 UTC 2026","passed","Sun Feb 15 06:55:30 UTC 2026","","Client","",""
"","1081","A-5: ルーム参加後に退出して別ルームへ参加","chromium","Sun Feb 15 07:02:44 UTC 2026","passed","Sun Feb 15 07:02:46 UTC 2026","Room Concurrency — ルーム競合・同時操作","room-concurrency.spec.ts","",""
"","1","対戦相手が見つからない場合に通知が送信されないこと","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","1","ハードドロップでテトリミノが即座にロックされること","ユニットテスト","Sun Feb 15 06:55:30 UTC 2026","passed","Sun Feb 15 06:55:30 UTC 2026","","Client","",""
"","5440","勝者からのリマッチ要求が敗者に通知されること","chromium","Sun Feb 15 07:01:31 UTC 2026","passed","Sun Feb 15 07:01:36 UTC 2026","Rematch Scenario — リマッチシナリオ","rematch-scenario.spec.ts","",""
"","1","50ms 経過後は再び即時送信されること","ユニットテスト","Sun Feb 15 06:55:30 UTC 2026","passed","Sun Feb 15 06:55:30 UTC 2026","","Client","",""
"","3671","対戦開始時にスコアが0であること","chromium","Sun Feb 15 07:02:51 UTC 2026","passed","Sun Feb 15 07:02:54 UTC 2026","Score/Level — 初期値検証","score-level.spec.ts","",""
"","0","ルームに参加していない場合は何もしないこと","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","1","グリッド線が描画されること","ユニットテスト","Sun Feb 15 06:55:31 UTC 2026","passed","Sun Feb 15 06:55:31 UTC 2026","","Client","",""
"","0","returns slowest for negative level","ユニットテスト","Sun Feb 15 06:55:28 UTC 2026","passed","Sun Feb 15 06:55:28 UTC 2026","","Shared","",""
"","4","ルーム内にプレイヤーが見つからない場合に disconnect が呼ばれないこと","ユニットテスト","Sun Feb 15 06:55:38 UTC 2026","passed","Sun Feb 15 06:55:38 UTC 2026","","Server","",""
"","1","rejects placement outside right wall","ユニットテスト","Sun Feb 15 06:55:32 UTC 2026","passed","Sun Feb 15 06:55:32 UTC 2026","","Client","",""
