"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","writes tetromino type value to grid cells","Board","Sun Feb 15 05:56:01 UTC 2026","passed","Sun Feb 15 05:56:01 UTC 2026","","lock","",""
"","0","returns a copy (not a reference)","Board","Sun Feb 15 05:56:01 UTC 2026","passed","Sun Feb 15 05:56:01 UTC 2026","","getVisibleGrid","",""
"","38","同じIDが重複生成されないこと","RoomManager","Sun Feb 15 05:56:06 UTC 2026","passed","Sun Feb 15 05:56:07 UTC 2026","","","",""
"","0","ゲームオーバー後に update が無視されること","GameEngine","Sun Feb 15 05:55:59 UTC 2026","passed","Sun Feb 15 05:55:59 UTC 2026","","game over","",""
"","0","tryRotate: current が null のとき false を返すこと","GameEngine","Sun Feb 15 05:55:59 UTC 2026","passed","Sun Feb 15 05:55:59 UTC 2026","","defensive null checks","",""
"","1","clears a single complete line","Board","Sun Feb 15 05:56:01 UTC 2026","passed","Sun Feb 15 05:56:01 UTC 2026","","clearLines","",""
"","1","存在するルームに参加できること","RoomManager","Sun Feb 15 05:56:06 UTC 2026","passed","Sun Feb 15 05:56:06 UTC 2026","","","",""
"","1","OpponentJoined イベントでハンドラが呼ばれること","SignalRClient","Sun Feb 15 05:55:59 UTC 2026","passed","Sun Feb 15 05:55:59 UTC 2026","","receive handlers","",""
"","0","defines a color for each type","TETROMINO_COLORS","Sun Feb 15 05:56:03 UTC 2026","passed","Sun Feb 15 05:56:03 UTC 2026","","","",""
"","0","存在しない connectionId の dequeue は false を返すこと","MatchmakingService","Sun Feb 15 05:56:07 UTC 2026","passed","Sun Feb 15 05:56:07 UTC 2026","","","",""
"","0","reconnect で connectionId が更新され isConnected が true になること","Player","Sun Feb 15 05:56:06 UTC 2026","passed","Sun Feb 15 05:56:06 UTC 2026","","","",""
"","1","セッションが取得できること","GameSessionManager","Sun Feb 15 05:56:06 UTC 2026","passed","Sun Feb 15 05:56:06 UTC 2026","","startSession","",""
"","0","未接続時に send が呼ばれないこと","SignalRClient","Sun Feb 15 05:55:59 UTC 2026","passed","Sun Feb 15 05:55:59 UTC 2026","","send methods","",""
"","4","接続成功で connected になること","SignalRClient","Sun Feb 15 05:55:59 UTC 2026","passed","Sun Feb 15 05:55:59 UTC 2026","","connection lifecycle","",""
"","2","初期状態でキューが空であること","GarbageManager","Sun Feb 15 05:56:04 UTC 2026","passed","Sun Feb 15 05:56:04 UTC 2026","","","",""
"","0","pressedKeys にマップ外のキーがある場合 poll でスキップされること","InputHandler","Sun Feb 15 05:55:59 UTC 2026","passed","Sun Feb 15 05:55:59 UTC 2026","","defensive branches","",""
"","1","50ms 経過後は再び即時送信されること","SignalRClient","Sun Feb 15 05:55:59 UTC 2026","passed","Sun Feb 15 05:55:59 UTC 2026","","FieldUpdate throttling","",""
"","1","ハードドロップ時に onFieldUpdate が呼ばれること","GameEngine","Sun Feb 15 05:55:59 UTC 2026","passed","Sun Feb 15 05:55:59 UTC 2026","","onFieldUpdate コールバック","",""
"","1","line clear scores match spec (0, 100, 300, 500, 800)","Scoring constants","Sun Feb 15 05:55:57 UTC 2026","passed","Sun Feb 15 05:55:57 UTC 2026","","","",""
"","0","player2 が null のルームを削除しても逆引きが正しくクリーンアップされること","RoomManager","Sun Feb 15 05:56:07 UTC 2026","passed","Sun Feb 15 05:56:07 UTC 2026","","","",""
"","1","clears all cells","Board","Sun Feb 15 05:56:01 UTC 2026","passed","Sun Feb 15 05:56:01 UTC 2026","","reset","",""
"","6","OpponentDisconnected でカウントダウンとReadyがリセットされること","LobbyPage","Sun Feb 15 05:56:02 UTC 2026","passed","Sun Feb 15 05:56:02 UTC 2026","","","",""
"","52","トップへ戻るボタンでナビゲートされること","ResultPage","Sun Feb 15 05:56:03 UTC 2026","passed","Sun Feb 15 05:56:03 UTC 2026","","","",""
"","3626","対戦画面にCanvas要素とスコアボードが表示されること","chromium","Sun Feb 15 05:57:34 UTC 2026","passed","Sun Feb 15 05:57:38 UTC 2026","Battle — 対戦画面","battle.spec.ts","",""
"","0","ロックディレイリセットが上限回数に達するとリセットされなくなること","GameEngine","Sun Feb 15 05:55:59 UTC 2026","passed","Sun Feb 15 05:55:59 UTC 2026","","lock delay","",""
"","1","行が undefined の場合にスキップされること (defensive)","Renderer","Sun Feb 15 05:56:00 UTC 2026","passed","Sun Feb 15 05:56:00 UTC 2026","","drawOpponentField","",""
"","1","value 99 (不明な値) でもエラーにならないこと","Renderer","Sun Feb 15 05:56:00 UTC 2026","passed","Sun Feb 15 05:56:00 UTC 2026","","getCellColor エッジケース","",""
"","0","onclose で disconnected に遷移すること","SignalRClient","Sun Feb 15 05:55:59 UTC 2026","passed","Sun Feb 15 05:55:59 UTC 2026","","connection lifecycle","",""
"","39","connect() 失敗でエラーメッセージが表示されること","TopPage","Sun Feb 15 05:56:01 UTC 2026","passed","Sun Feb 15 05:56:01 UTC 2026","","","",""
